ID,ANO,PRODUTO,MUNICIPIO,UF,VL_TONELADA
,2022,MARACUJÁ,RIO DE CONTAS,BA,"1.069,96"
,2022,MARACUJÁ,RIVERSUL,SP,"0,44"
,2022,MARACUJÁ,SAGRES,SP,"3,80"
,2022,MARACUJÁ,SALTO,SP,"0,32"
,2022,MARACUJÁ,SALTO DE PIRAPORA,SP,"56,95"
,2022,MARACUJÁ,SANGAO,SC,"18,65"
,2022,MARACUJÁ,SANTA MARIANA,PR,"9,80"
,2022,MARACUJÁ,SANTA ROSA DO SUL,SC,"2.180,10"
,2022,MARACUJÁ,SANTO ANTÔNIO DA PLATINA,PR,"1,20"
,2022,MARACUJÁ,SARAPUÍ,SP,"25,89"
,2022,MARACUJÁ,SERRA DOURADA,BA,"2,43"
,2022,MARACUJÁ,SETE BARRAS,SP,"0,91"
,2022,MARACUJÁ,SOMBRIO,SC,"2.546,36"
,2022,MARACUJÁ,SOORETAMA,ES,"3,85"
,2022,MARACUJÁ,SÃO FÉLIX DO CORIBE,BA,"14,05"
,2022,MARACUJÁ,SÃO JOAQUIM,SC,"2,42"
,2022,MARACUJÁ,SÃO JOÃO DO SUL,SC,"2.387,18"
,2022,MARACUJÁ,SÃO MIGUEL ARCANJO,SP,"199,59"
,2022,MARACUJÁ,SÃO PEDRO DO TURVO,SP,"21,70"
,2022,MARACUJÁ,TAIUVA,SP,"0,28"
,2022,MARACUJÁ,TANHAÇU,BA,"74,75"
,2022,MARACUJÁ,TAQUARITINGA,SP,"12,32"
,2022,MARACUJÁ,TEIXEIRA DE FREITAS,BA,"2,59"
,2022,MARACUJÁ,TEOFILO OTONI,MG,"0,83"
,2022,MARACUJÁ,TIANGUÁ,CE,"304,57"
,2022,MARACUJÁ,TIMBURI,SP,"0,55"
,2022,MARACUJÁ,TOMAZINA,PR,"0,26"
,2022,MARACUJÁ,TORRES,RS,"1.014,30"
,2022,MARACUJÁ,TRANSF CAPITAL E GRANDE,SP,"86,96"
,2022,MARACUJÁ,TRANSF CEASA CAMPINAS,SP,"7,95"
,2022,MARACUJÁ,TRANSF CEASA CURITIBA,PR,"0,36"
,2022,MARACUJÁ,TRANSF CEASA RIO DE JANEIRO,RJ,"18,48"
,2022,MARACUJÁ,TRANSF DEPÓSITO PERMISSIONÁRIO,SP,"555,24"
,2022,MARACUJÁ,TREZE DE MAIO,SC,"25,38"
,2022,MARACUJÁ,TRÊS CACHOEIRAS,RS,"291,53"
,2022,MARACUJÁ,TUIUTI,SP,"0,06"
,2022,MARACUJÁ,TUPÃ,SP,"7,12"
,2022,MARACUJÁ,TURVO,SC,"105,37"
,2022,MARACUJÁ,TURVOLÂNDIA,MG,"3,49"
,2022,MARACUJÁ,Transf Ceasa Santo Andre,SP,"1,10"
,2022,MARACUJÁ,UBAJARA,CE,"353,78"
,2022,MARACUJÁ,UBATUBA,SP,"0,84"
,2022,MARACUJÁ,UBIRAJARA,SP,"3,40"
,2022,MARACUJÁ,URUSSANGA,SC,"220,96"
,2022,MARACUJÁ,UTINGA,BA,"0,70"
,2022,MARACUJÁ,VALINHOS,SP,"4,36"
,2022,MARACUJÁ,VISTA ALEGRE DO ALTO,SP,"2,74"
,2022,MARGARIDA,BRAGANÇA PAULISTA,SP,"0,01"
,2022,MARGARIDA,COTIA,SP,"3,23"
,2022,MARGARIDA,GUARULHOS,SP,"1,49"
,2022,MARGARIDA,IBIÚNA,SP,"0,76"
,2022,MARGARIDA,ITUPEVA,SP,"0,74"
,2022,MARGARIDA,PIEDADE,SP,"0,04"
,2022,MARGARIDA,SUZANO,SP,"0,23"
,2022,MARGARIDA,SÃO ROQUE,SP,"3,00"
,2022,MARGARIDA,VARGEM GRANDE PAULISTA,SP,"0,76"
,2022,MARISCO,TRANSF CAPITAL E GRANDE,SP,"0,37"
,2022,MARISCO,TRANSF DEPÓSITO PERMISSIONÁRIO,SP,"0,17"
,2022,MARMELO,ARGENTINA,OU,"9,57"
,2022,MARMELO,TRANSF CAPITAL E GRANDE,SP,"9,20"
,2022,MARMELO,TRANSF DEPÓSITO PERMISSIONÁRIO,SP,"0,71"
,2022,MAXIXE,AGUAÍ,SP,"1,42"
,2022,MAXIXE,ANDRADINA,SP,"0,08"
,2022,MAXIXE,APIAÍ,SP,"38,48"
,2022,MAXIXE,ARARAS,SP,"0,04"
,2022,MAXIXE,ARAÇATUBA,SP,"0,12"
,2022,MAXIXE,AREALVA,SP,"0,08"
,2022,MAXIXE,ATIBAIA,SP,"15,02"
,2022,MAXIXE,AVANHANDAVA,SP,"0,06"
,2022,MAXIXE,BARRA DO CHAPEU,SP,"20,18"
,2022,MAXIXE,BARÃO DE ANTONINA,SP,"0,14"
,2022,MAXIXE,BOCAIUVA,MG,"8,78"
,2022,MAXIXE,BRASÓPOLIS,MG,"12,72"
,2022,MAXIXE,BURI,SP,"12,62"
,2022,MAXIXE,CABREÚVA,SP,"0,70"
,2022,MAXIXE,CACHOEIRA,MG,"0,90"
,2022,MAXIXE,CAMBUCI,RJ,"0,04"
,2022,MAXIXE,CAMBUÍ,MG,"14,92"
,2022,MAXIXE,CAPELA DO ALTO,SP,"0,56"
,2022,MAXIXE,CAPÃO BONITO,SP,"31,64"
,2022,MAXIXE,CARAGUATATUBA,SP,"0,90"
,2022,MAXIXE,CONCHAL,SP,"0,40"
,2022,MAXIXE,CORONEL MACEDO,SP,"0,88"
,2022,MAXIXE,ELDORADO,SP,"0,12"
,2022,MAXIXE,ELIAS FAUSTO,SP,"10,06"
,2022,MAXIXE,ENGENHEIRO NAVARRO,MG,"10,16"
,2022,MAXIXE,ESTIVA,MG,"560,02"
,2022,MAXIXE,ESTIVA GERBI,SP,"5,48"
,2022,MAXIXE,FRANCISCO SÁ,MG,"217,16"
,2022,MAXIXE,GOIANIA,GO,"4,88"
,2022,MAXIXE,GUAPIARA,SP,"16,04"
,2022,MAXIXE,GUARAÇAÍ,SP,"0,08"
,2022,MAXIXE,IBIÚNA,SP,"5,12"
,2022,MAXIXE,IGUAPE,SP,"9,54"
,2022,MAXIXE,IPORANGA,SP,"0,08"
,2022,MAXIXE,IPUIÚNA,MG,"1,60"
,2022,MAXIXE,ITABERA,SP,"152,68"
,2022,MAXIXE,ITAGUARI,GO,"0,04"
,2022,MAXIXE,ITAPECERICA DA SERRA,SP,"0,04"
,2022,MAXIXE,ITAPETININGA,SP,"0,64"
,2022,MAXIXE,ITAPEVA,SP,"9,16"
,2022,MAXIXE,ITAPIRA,SP,"0,66"
,2022,MAXIXE,ITAPORANGA,SP,"1,96"
,2022,MAXIXE,ITARARÉ,SP,"0,12"
,2022,MAXIXE,ITAÓCA,SP,"0,98"
,2022,MAXIXE,ITUPEVA,SP,"0,02"
,2022,MAXIXE,ITÁPOLIS,SP,"3,30"
,2022,MAXIXE,ITÚ,SP,"0,50"
,2022,MAXIXE,JAGUAQUARA,BA,"7,02"
,2022,MAXIXE,JARINÚ,SP,"0,98"
,2022,MAXIXE,LEME,SP,"0,02"
,2022,MAXIXE,MATIAS CARDOSO,MG,"26,48"
,2022,MAXIXE,MIRACATU,SP,"0,22"
,2022,MAXIXE,MIRANDÓPOLIS,SP,"1,12"
,2022,MAXIXE,MOGI GUAÇU,SP,"14,54"
,2022,MAXIXE,MOGI MIRIM,SP,"0,46"
,2022,MAXIXE,MONTES CLAROS,MG,"106,16"
,2022,MAXIXE,NOVA CAMPINA,SP,"0,16"
,2022,MAXIXE,NOVA PORTEIRINHA,MG,"9,38"
,2022,MAXIXE,PACAEMBÚ,SP,"0,46"
,2022,MAXIXE,PARAIBUNA,SP,"0,28"
,2022,MAXIXE,PEDRA BELA,SP,"2,00"
,2022,MAXIXE,PIEDADE,SP,"163,52"
,2022,MAXIXE,POUSO ALEGRE,MG,"350,20"
,2022,MAXIXE,PRADO,BA,"3,80"
,2022,MAXIXE,PRESIDENTE PRUDENTE,SP,"0,02"
,2022,MAXIXE,PROMISSÃO,SP,"47,08"
,2022,MAXIXE,REGISTRO,SP,"0,92"
,2022,MAXIXE,RIBEIRÃO BRANCO,SP,"211,86"
,2022,MAXIXE,RIBEIRÃO GRANDE,SP,"1,08"
,2022,MAXIXE,RIVERSUL,SP,"0,22"
,2022,MAXIXE,SALTO,SP,"0,84"
,2022,MAXIXE,SALTO DE PIRAPORA,SP,"0,42"
,2022,MAXIXE,SALVADOR,BA,"1,00"
,2022,MAXIXE,SANTA MARIA DE JETIBÁ,ES,"5,56"
,2022,MAXIXE,SANTANA DE PIRAPAMA,MG,"3,60"
,2022,MAXIXE,SENADOR JOSÉ BENTO,MG,"15,96"
,2022,MAXIXE,SÃO JOSÉ DE UBÁ,RJ,"0,08"
,2022,MAXIXE,SÃO JOÃO DA BARRA,RJ,"268,70"
,2022,MAXIXE,SÃO MIGUEL ARCANJO,SP,"10,76"
,2022,MAXIXE,SÃO ROQUE,SP,"2,64"
,2022,MAXIXE,TABATINGA,SP,"23,96"
,2022,MAXIXE,TAPIRAÍ,SP,"1,58"
,2022,MAXIXE,TAQUARIVAÍ,SP,"0,90"
,2022,MAXIXE,TEIXEIRA DE FREITAS,BA,"11,88"
,2022,MAXIXE,TRANSF DEPÓSITO PERMISSIONÁRIO,SP,"3,44"
,2022,MAXIXE,UBATUBA,SP,"0,18"
,2022,MAXIXE,VALINHOS,SP,"0,02"
,2022,MAÇÃ,ALFREDO VASCONCELOS,MG,"30,87"
,2022,MAÇÃ,ANTÔNIO PRADO,RS,"172,37"
,2022,MAÇÃ,ARAUCARIA,PR,"181,19"
,2022,MAÇÃ,ARGENTINA,OU,"3.382,13"
,2022,MAÇÃ,ARVOREZINHA,RS,"214,16"
,2022,MAÇÃ,BARBACENA,MG,"15,88"
,2022,MAÇÃ,BOM JARDIM DA SERRA,SC,"1.581,97"
,2022,MAÇÃ,BOM JESUS,RS,"117,54"
,2022,MAÇÃ,BOM RETIRO,SC,"193,63"
,2022,MAÇÃ,CAMPESTRE DA SERRA,RS,"174,69"
,2022,MAÇÃ,CAMPO DO TENENTE,PR,"531,41"
,2022,MAÇÃ,CAMPO LARGO,PR,"48,13"
,2022,MAÇÃ,CAPIVARI,SP,"154,48"
,2022,MAÇÃ,CAPÃO BONITO,SP,"35,98"
,2022,MAÇÃ,CARLOS BARBOSA,RS,"8,77"
,2022,MAÇÃ,CAXIAS DO SUL,RS,"1.884,73"
,2022,MAÇÃ,CHILE,OU,"8.757,34"
,2022,MAÇÃ,CONTENDA,PR,"25,04"
,2022,MAÇÃ,ESPANHA,OU,"998,93"
,2022,MAÇÃ,ESTADOS UNIDOS,OU,"589,91"
,2022,MAÇÃ,FARROUPILHA,RS,"407,57"
,2022,MAÇÃ,FLORES DA CUNHA,RS,"15,12"
,2022,MAÇÃ,FLORIANÓPOLIS,SC,"17,82"
,2022,MAÇÃ,FRAIBURGO,SC,"21.494,61"
,2022,MAÇÃ,FRANÇA,OU,"767,05"
,2022,MAÇÃ,HOLANDA,OU,"22,34"
,2022,MAÇÃ,IPÊ,RS,"85,97"
,2022,MAÇÃ,ITAPERUNA,RJ,"21,17"
,2022,MAÇÃ,ITÁLIA,OU,"2.245,64"
,2022,MAÇÃ,ITÚ,SP,"12,60"
,2022,MAÇÃ,JAQUIRANA,RS,"6,05"
,2022,MAÇÃ,JUNDIAÍ,SP,"54,59"
,2022,MAÇÃ,LAGES,SC,"2.133,63"
,2022,MAÇÃ,LAPA,PR,"538,74"
,2022,MAÇÃ,MONTE ALEGRE DOS CAMPOS,RS,"22,23"
,2022,MAÇÃ,MONTE CARLO,SC,"101,11"
,2022,MAÇÃ,MONTE CASTELO,SC,"122,89"
,2022,MAÇÃ,MONTE CASTELO,SP,"56,45"
,2022,MAÇÃ,MONTENEGRO,RS,"7,94"
,2022,MAÇÃ,NOVA PADUA,RS,"785,79"
,2022,MAÇÃ,PALHOÇA,SC,"18,04"
,2022,MAÇÃ,PALMAS,PR,"373,25"
,2022,MAÇÃ,PARANAPANEMA,SP,"139,37"
,2022,MAÇÃ,PARAÍ,RS,"67,03"
,2022,MAÇÃ,PILAR DO SUL,SP,"6,50"
,2022,MAÇÃ,PINHEIRO PRETO,SC,"458,55"
,2022,MAÇÃ,PINTO BANDEIRA,RS,"90,45"
,2022,MAÇÃ,PORTO AMAZONAS,PR,"656,60"
,2022,MAÇÃ,PORTUGAL,OU,"3.257,96"
,2022,MAÇÃ,RIBEIRÃO BRANCO,SP,"317,34"
,2022,MAÇÃ,SAO JOSÉ DOS AUSENTES,RS,"38,30"
,2022,MAÇÃ,SÃO FRANCISCO DE PAULA,RS,"32,80"
,2022,MAÇÃ,SÃO JOAQUIM,SC,"28.705,82"
,2022,MAÇÃ,SÃO MARCOS,RS,"20,83"
,2022,MAÇÃ,SÃO MIGUEL ARCANJO,SP,"239,31"
,2022,MAÇÃ,TANGARÁ,SC,"73,67"
,2022,MAÇÃ,TAQUARIVAÍ,SP,"887,08"
,2022,MAÇÃ,TRANSF CAPITAL E GRANDE,SP,"15.081,19"
,2022,MAÇÃ,TRANSF CEASA CAMPINAS,SP,"207,95"
,2022,MAÇÃ,TRANSF CEASA CONTAGEM,MG,"12,74"
,2022,MAÇÃ,TRANSF CEASA MARINGA,PR,"39,06"
,2022,MAÇÃ,TRANSF CEASA PORTO ALEGRE,RS,"0,94"
,2022,MAÇÃ,TRANSF CEASA RIBEIRÃO PRETO,SP,"2,79"
,2022,MAÇÃ,TRANSF CEASA S.JOSÉ RIO PRETO,SP,"33,82"
,2022,MAÇÃ,TRANSF CEASA SAO JOSE,SC,"190,42"
,2022,MAÇÃ,TRANSF DEPÓSITO PERMISSIONÁRIO,SP,"18.535,12"
,2022,MAÇÃ,URUBICI,SC,"551,63"
,2022,MAÇÃ,URUGUAI,OU,"1.495,46"
,2022,MAÇÃ,URUPEMA,SC,"25,61"
,2022,MAÇÃ,VACARIA,RS,"20.901,73"
,2022,MAÇÃ,VERANÓPOLIS,RS,"155,54"
,2022,MAÇÃ,VIDEIRA,SC,"4.551,26"
,2022,MAÇÃ,VISTA ALEGRE DO ALTO,SP,"0,94"
,2022,MAÇÃ,ÁGUA DOCE,SC,"41,65"
,2022,MECA,GUARUJÁ,SP,"0,48"
,2022,MECA,ITAGUAÍ,RJ,"1,44"
,2022,MECA,ITAJAÍ,SC,"2,92"
,2022,MECA,MARATAIZES,ES,"0,06"
,2022,MECA,NAVEGANTES,SC,"0,35"
,2022,MECA,PIUMA,ES,"3,66"
,2022,MECA,RIO GRANDE,RS,"8,61"
,2022,MECA,TRANSF CAPITAL E GRANDE,SP,"0,20"
,2022,MECA,TRANSF DEPÓSITO PERMISSIONÁRIO,SP,"1,49"
,2022,MELANCIA,AFONSO BEZERRA,RN,"623,43"
,2022,MELANCIA,AGUDOS,SP,"81,10"
,2022,MELANCIA,ALAMBARI,SP,"63,31"
,2022,MELANCIA,ALCOBAÇA,BA,"59,90"
,2022,MELANCIA,ALTO ALEGRE,SP,"155,34"
,2022,MELANCIA,ALVORADA,TO,"2.449,76"
,2022,MELANCIA,ANGATUBA,SP,"201,00"
,2022,MELANCIA,ANHUMAS,SP,"533,50"
,2022,MELANCIA,APODI,RN,"85,76"
,2022,MELANCIA,ARACATI,CE,"778,92"
,2022,MELANCIA,ARACATU,BA,"1.532,00"
,2022,MELANCIA,ARACRUZ,ES,"5,50"
,2022,MELANCIA,ARAGUARI,MG,"0,75"
,2022,MELANCIA,ARROIO DO PADRE,RS,"14,00"
,2022,MELANCIA,ARROIO DOS RATOS,RS,"276,54"
,2022,MELANCIA,ARROIO GRANDE,RS,"596,73"
,2022,MELANCIA,ARTUR NOGUEIRA,SP,"16,00"
,2022,MELANCIA,AURIFLAMA,SP,"14,00"
,2022,MELANCIA,AVARÉ,SP,"14,00"
,2022,MELANCIA,AVAÍ,SP,"633,12"
,2022,MELANCIA,BAGÉ,RS,"680,30"
,2022,MELANCIA,BANDEIRANTES,PR,"1,95"
,2022,MELANCIA,BARAUNA,RN,"500,14"
,2022,MELANCIA,BARBOSA,SP,"56,00"
,2022,MELANCIA,BARRA,BA,"28,00"
,2022,MELANCIA,BARÃO DO TRIUNFO,RS,"92,28"
,2022,MELANCIA,BASTOS,SP,"116,00"
,2022,MELANCIA,BATAGUASSU,MS,"131,00"
,2022,MELANCIA,BATAYPORA,MS,"227,75"
,2022,MELANCIA,BOM JESUS DA LAPA,BA,"16,22"
,2022,MELANCIA,BONITO,BA,"40,00"
,2022,MELANCIA,BORBOREMA,SP,"4.360,95"
,2022,MELANCIA,BUTIA,RS,"158,20"
,2022,MELANCIA,CACHOEIRA DO SUL,RS,"30,00"
,2022,MELANCIA,CACHOEIRA PAULISTA,SP,"59,00"
,2022,MELANCIA,CAFELÂNDIA,SP,"163,07"
,2022,MELANCIA,CAIUÁ,SP,"285,90"
,2022,MELANCIA,CALUMBI,PE,"14,00"
,2022,MELANCIA,CAMPOS NOVOS PAULISTA,SP,"42,00"
,2022,MELANCIA,CANOINHAS,SC,"31,10"
,2022,MELANCIA,CANTO DO BURITI,PI,"298,58"
,2022,MELANCIA,CAPELA DO ALTO,SP,"227,89"
,2022,MELANCIA,CAPÃO BONITO,SP,"68,00"
,2022,MELANCIA,CARAIBAS,BA,"14,00"
,2022,MELANCIA,CARAVELAS,BA,"241,32"
,2022,MELANCIA,CARDOSO,SP,"58,04"
,2022,MELANCIA,CARINHANHA,BA,"93,50"
,2022,MELANCIA,CARMO DO RIO VERDE,GO,"39,00"
,2022,MELANCIA,CASCALHO RICO,MG,"40,15"
,2022,MELANCIA,CERQUEIRA CESAR,SP,"45,00"
,2022,MELANCIA,CERRO GRANDE DO SUL,RS,"31,46"
,2022,MELANCIA,COLORADO,PR,"28,00"
,2022,MELANCIA,CORUMBAÍBA,GO,"56,00"
,2022,MELANCIA,CRISTAL,RS,"317,28"
,2022,MELANCIA,CRISTALÂNDIA,TO,"424,56"
,2022,MELANCIA,DEODÁPOLIS,MS,"59,50"
,2022,MELANCIA,DUARTINA,SP,"14,50"
,2022,MELANCIA,ECHAPORÃ,SP,"392,39"
,2022,MELANCIA,ELDORADO DO SUL,RS,"90,00"
,2022,MELANCIA,ENCRUZILHADA DO SUL,RS,"977,02"
,2022,MELANCIA,ESPERANCA NOVA,PR,"65,93"
,2022,MELANCIA,ESPIRITO SANTO DO TURVO,SP,"466,20"
,2022,MELANCIA,FATIMA DO SUL,MS,"14,00"
,2022,MELANCIA,GARÇA,SP,"284,00"
,2022,MELANCIA,GENERAL CÂMARA,RS,"2,96"
,2022,MELANCIA,GETULINA,SP,"242,20"
,2022,MELANCIA,GLORIA DE DOURADOS,MS,"14,00"
,2022,MELANCIA,GOIANIA,GO,"1.549,89"
,2022,MELANCIA,GOVERNADOR DIX-SEPT ROSADO,RN,"113,72"
,2022,MELANCIA,GUAIMBÊ,SP,"233,00"
,2022,MELANCIA,GUAIRA,SP,"164,05"
,2022,MELANCIA,GUARANTÃ,SP,"397,88"
,2022,MELANCIA,GUARAÇAÍ,SP,"148,01"
,2022,MELANCIA,GUAREÍ,SP,"699,96"
,2022,MELANCIA,HERVAL,RS,"28,00"
,2022,MELANCIA,IACANGA,SP,"119,03"
,2022,MELANCIA,IACRI,SP,"485,24"
,2022,MELANCIA,IBITINGA,SP,"14,00"
,2022,MELANCIA,INAJÁ,PE,"67,36"
,2022,MELANCIA,IPERÓ,SP,"10,00"
,2022,MELANCIA,IRINEÓPOLIS,SC,"194,57"
,2022,MELANCIA,ITABERABA,BA,"528,40"
,2022,MELANCIA,ITAGUARI,GO,"2.209,05"
,2022,MELANCIA,ITAIÇABA,CE,"626,21"
,2022,MELANCIA,ITAPETININGA,SP,"802,01"
,2022,MELANCIA,ITAPEVA,SP,"42,00"
,2022,MELANCIA,ITAPIRAPUÃ,GO,"111,98"
,2022,MELANCIA,ITATINGA,SP,"84,00"
,2022,MELANCIA,ITUPEVA,SP,"16,20"
,2022,MELANCIA,ITÁPOLIS,SP,"1.539,31"
,2022,MELANCIA,JAGUARUNA,SC,"36,00"
,2022,MELANCIA,JANDAIRA,RN,"190,08"
,2022,MELANCIA,JAPORA,MS,"18,00"
,2022,MELANCIA,JATEÍ,MS,"27,50"
,2022,MELANCIA,JATOBA,PE,"31,00"
,2022,MELANCIA,JEQUIÉ,BA,"18,64"
,2022,MELANCIA,JUAZEIRO,BA,"660,10"
,2022,MELANCIA,JUNQUEIRÓPOLIS,SP,"110,00"
,2022,MELANCIA,JUSSARA,GO,"101,38"
,2022,MELANCIA,LAGOA DA CONFUSÃO,TO,"2.995,57"
,2022,MELANCIA,LINS,SP,"14,00"
,2022,MELANCIA,LUTÉCIA,SP,"1.313,60"
,2022,MELANCIA,MAJOR VIEIRA,SC,"30,00"
,2022,MELANCIA,MANDURI,SP,"46,50"
,2022,MELANCIA,MARTINÓPOLIS,SP,"5.138,25"
,2022,MELANCIA,MARÍLIA,SP,"1.139,60"
,2022,MELANCIA,MINAS DO LEAO,RS,"60,66"
,2022,MELANCIA,MIRACEMA DO TOCANTINS,TO,"1.764,40"
,2022,MELANCIA,MIRANDÓPOLIS,SP,"315,25"
,2022,MELANCIA,MOGI DAS CRUZES,SP,"38,00"
,2022,MELANCIA,MOSSORÓ,RN,"2.215,28"
,2022,MELANCIA,NAVIRAI,MS,"64,00"
,2022,MELANCIA,NOVA GLÓRIA,GO,"18,00"
,2022,MELANCIA,NOVO PLANALTO,GO,"80,00"
,2022,MELANCIA,OCAUÇU,SP,"1.140,67"
,2022,MELANCIA,OSCAR BRESSANE,SP,"2.200,60"
,2022,MELANCIA,OURO VERDE,SP,"15,00"
,2022,MELANCIA,PALMAS,TO,"287,00"
,2022,MELANCIA,PARAGUAÇÚ PAULISTA,SP,"98,00"
,2022,MELANCIA,PARANAPANEMA,SP,"2.349,40"
,2022,MELANCIA,PARAPUÃ,SP,"787,05"
,2022,MELANCIA,PAULISTANIA,SP,"46,80"
,2022,MELANCIA,PAULO AFONSO,BA,"53,00"
,2022,MELANCIA,PEDRO OSÓRIO,RS,"392,55"
,2022,MELANCIA,PENÁPOLIS,SP,"72,00"
,2022,MELANCIA,PETROLINA,PE,"339,85"
,2022,MELANCIA,PETRÔLANDIA,PE,"102,20"
,2022,MELANCIA,PIEDADE,SP,"71,00"
,2022,MELANCIA,PINHEIRO MACHADO,RS,"454,00"
,2022,MELANCIA,PIQUEROBI,SP,"14,00"
,2022,MELANCIA,PIRACICABA,SP,"29,00"
,2022,MELANCIA,PIRAJUÍ,SP,"93,97"
,2022,MELANCIA,POMPÉIA,SP,"28,00"
,2022,MELANCIA,PORANGABA,SP,"14,00"
,2022,MELANCIA,PORANGATU,GO,"146,92"
,2022,MELANCIA,PORTO NACIONAL,TO,"315,00"
,2022,MELANCIA,PRADO,BA,"28,90"
,2022,MELANCIA,PRESIDENTE ALVES,SP,"238,80"
,2022,MELANCIA,PROMISSÃO,SP,"53,20"
,2022,MELANCIA,RANCHARIA,SP,"56,00"
,2022,MELANCIA,REGENTE FEIJÓ,SP,"216,56"
,2022,MELANCIA,REGINÓPOLIS,SP,"698,80"
,2022,MELANCIA,RIALMA,GO,"737,08"
,2022,MELANCIA,RIBEIRA DO AMPARO,BA,"255,22"
,2022,MELANCIA,RIBEIRÃO BRANCO,SP,"43,00"
,2022,MELANCIA,RIBEIRÃO GRANDE,SP,"3,00"
,2022,MELANCIA,RINÓPOLIS,SP,"575,30"
,2022,MELANCIA,RIO GRANDE,RS,"547,46"
,2022,MELANCIA,RIO NEGRO,PR,"89,00"
,2022,MELANCIA,RIO PARDO,RS,"60,06"
,2022,MELANCIA,ROSÁRIO DO SUL,RS,"1.152,00"
,2022,MELANCIA,S. FRANCISCO DE ITABAPOANA,RJ,"46,61"
,2022,MELANCIA,SAGRES,SP,"70,00"
,2022,MELANCIA,SANTA FÉ DE GOIÁS,GO,"5.708,77"
,2022,MELANCIA,SANTA MARIA DA BOA VISTA,PE,"3,90"
,2022,MELANCIA,SANTA RITA DO PARDO,MS,"84,59"
,2022,MELANCIA,SANTA TERESA,ES,"36,00"
,2022,MELANCIA,SANTANA DO LIVRAMENTO,RS,"42,00"
,2022,MELANCIA,SANTO ANTONIO DO ARACANGUA,SP,"328,00"
,2022,MELANCIA,SARAPUÍ,SP,"289,00"
,2022,MELANCIA,SATIRO DIAS,BA,"29,62"
,2022,MELANCIA,SENTO SÉ,BA,"48,33"
,2022,MELANCIA,SIMÃO DIAS,SE,"177,00"
,2022,MELANCIA,SÃO CARLOS,SP,"392,00"
,2022,MELANCIA,SÃO DESIDÉRIO,BA,"340,54"
,2022,MELANCIA,SÃO DOMINGOS,MA,"22,10"
,2022,MELANCIA,SÃO GABRIEL,RS,"57,00"
,2022,MELANCIA,SÃO JERÔNIMO,RS,"1.551,82"
,2022,MELANCIA,SÃO JOSÉ DO HORTÊNCIO,RS,"70,00"
,2022,MELANCIA,SÃO MATEUS DO SUL,PR,"28,00"
,2022,MELANCIA,SÃO PEDRO DO TURVO,SP,"597,59"
,2022,MELANCIA,TACIBA,SP,"133,00"
,2022,MELANCIA,TAQUARITINGA,SP,"20,33"
,2022,MELANCIA,TEIXEIRA DE FREITAS,BA,"2.423,64"
,2022,MELANCIA,TRANSF CAPITAL E GRANDE,SP,"938,40"
,2022,MELANCIA,TRANSF CEASA CAMPINAS,SP,"233,20"
,2022,MELANCIA,TRANSF CEASA S.JOSÉ RIO PRETO,SP,"164,61"
,2022,MELANCIA,TRANSF DEPÓSITO PERMISSIONÁRIO,SP,"2.611,73"
,2022,MELANCIA,TUPÃ,SP,"996,00"
,2022,MELANCIA,UIRAPURU,GO,"56,00"
,2022,MELANCIA,UNA,BA,"44,96"
,2022,MELANCIA,UPANEMA,RN,"134,82"
,2022,MELANCIA,URU,SP,"83,00"
,2022,MELANCIA,URUANA,GO,"14.197,04"
,2022,MELINDRUS,IBIÚNA,SP,"0,13"
,2022,MELÃO,AFONSO BEZERRA,RN,"2.307,67"
,2022,MELÃO,ANÁPOLIS,GO,"25,05"
,2022,MELÃO,APODI,RN,"4.246,77"
,2022,MELÃO,ARACATI,CE,"2.428,96"
,2022,MELÃO,ATIBAIA,SP,"0,42"
,2022,MELÃO,AÇÚ,RN,"315,92"
,2022,MELÃO,BARAUNA,RN,"4.655,66"
,2022,MELÃO,BOM JESUS DA LAPA,BA,"74,46"
,2022,MELÃO,CANTO DO BURITI,PI,"3.465,87"
,2022,MELÃO,CASA BRANCA,SP,"24,02"
,2022,MELÃO,CASA NOVA,BA,"1.587,39"
,2022,MELÃO,CURAÇÁ,BA,"288,57"
,2022,MELÃO,DOM BASÍLIO,BA,"20,30"
,2022,MELÃO,FLORESTA,PE,"196,66"
,2022,MELÃO,GOVERNADOR DIX-SEPT ROSADO,RN,"3.719,59"
,2022,MELÃO,IBIÚNA,SP,"1,37"
,2022,MELÃO,ICAPUÍ,CE,"19,40"
,2022,MELÃO,INAJÁ,PE,"1.570,57"
,2022,MELÃO,IPAUMIRIM,CE,"17,50"
,2022,MELÃO,ITAIÇABA,CE,"1.980,53"
,2022,MELÃO,ITAPETININGA,SP,"4,55"
,2022,MELÃO,JANDAIRA,RN,"2.064,30"
,2022,MELÃO,JUAZEIRO,BA,"1.677,02"
,2022,MELÃO,LAGOA GRANDE,PE,"11,23"
,2022,MELÃO,LIMEIRA,SP,"0,26"
,2022,MELÃO,LIVRAMENTO DO BRUMADO,BA,"37,19"
,2022,MELÃO,MILAGRES,BA,"18,99"
,2022,MELÃO,MIRACEMA DO TOCANTINS,TO,"36,01"
,2022,MELÃO,MIRANDÓPOLIS,SP,"0,12"
,2022,MELÃO,MOSSORÓ,RN,"15.010,21"
,2022,MELÃO,MUCURI,BA,"32,62"
,2022,MELÃO,PETROLINA,PE,"4.792,36"
,2022,MELÃO,PETRÔLANDIA,PE,"20,00"
